#{"t_start": 1778828721.2312238, "env_id": "None"}
r,l,t267.13586,375,9.34379
591.676557,272,14.31363
-364.671936,238,18.284523
-781.575467,351,24.873319
659.002189,283,31.394086
-584.802875,305,36.504769
176.346801,54,37.633055
-180.889108,50,38.723674
205.433757,69,40.284234
27.101377,43,41.46334
234.022358,69,44.906719
35-747.561589,216,47.70876-89-14.968492,99,50.068543
-544.568413,150,52.92684.87261.994461,92,54.658-387.212.482364,67,56.1088480.467315,198,59.213422
317.535023,106,62.383246
269.925868,87,64.513766
217.940947,70,66.415384
99.871374,46,67.193838
21-349.854553,151,69.249.2359162.625878,52,71.367.918321,400,79.28249
-442.378728,261,83.631538
-492.20778,156,86.11227
-658.029708,336,95.694168
714.545498,191,99.283648
0.252963,229,102.508067
381.096676,92,109.652503
286.953045,73,110.993248
-1129.266997,258,115.72212
158.135249,64,116.704401
355.401838,113,118.642992
-4.990669,62,119.902009
261.252009,84,122.470711
292.056901,89,123.992347
364.845332,104,125.846279
-196.194053,357,131.564517
193.158911,63,135.376428
183.458632,69,136.673728
260.635961,85,138.515228
-478.373298,346,144.951877
186.138832,62,146.293581
233.150578,96,148.671107
182.542091,144,151.532912
-609.758025,160,154.651443
293.9689-771.600174,400,15330.990186,109,158.660717
279.87723414.988357,116,16-142.52584173.25118,57,162.298.402931,400,170.574572
488.831068,288,178.313697
305.549617,96,180.219822
267.681781,81,181.645622
330.538889,108,183.511392
387.16954,400,191.402797
657.73343,290,197.479608
308.675919,111,199.950069
593.590473,303,205.590139
558.729376,190,209.869729
228.386355,79,211.730014
4.903423,43,212.791274
220.402026,56,215.771887
-18.427273,39,216.779552
237.386722,69,218.52091
283.837928,117,221.56283
348.27692,103,225.600269
-275.122835,63,227.321327
-77.822716,158,229.853672
550.037197,228,235.111487
134.944848,48,235.940857
46.536676,46,237.332233
175.177455,57,238.505082
-132.834173,46,239.286826
174.148656,52,240.441869
440.774334,400,248.37831
374.448177,113,250.42027
224.946661,71,251.469831
304.945118,100,254.081476
-403.300882,67,255.358312
192.515247,75,256.912048
627.238444,177,259.370816
-323.601483,70,261.030207
-645.726264,212,265.080923
-88.283521,248,271.939514
-521.854854,87,274.211008
-827.113707,254,278.688571
380.94688,109,281.248703
661.5069,253,285.991215
-679.858866,196,289.189214
690.792718,161,292.175469
272.530986,92,293.908708
-716.2245.543459,400,297.890315.2-44.920148,400,304.060178
-181.508233,258,311.51946
261.419071,77,312.979534
210.802651,61,314.469009
-135.769939,64,315.738967
164.507187,55,317.071435.192.51697,28,322.297667
722.1556,138,325.188123
348.215868,84,326.93792
202516.979697,202,329.578652.4474.301904,400,335.800136.493343,247,338.688719
403.186.464909,225,342.2501301.-1448.523547,213,346.938723
50.374732,205,351.158971
497.731093,224,355.746044
226.321033,67,358.837515
579.573973,191,363.26599
95.557051,51,364.060259
430.618441,118,366.546948
95.440121,40,368.030457
-47.899709,61,369.266001
80.145519,236,372.820011
-894.060325,96,375.315501
209.14059,63,376.726757
-3.864258,60,377.92761
118.820773,41,378.61781291148.5144,52,379.996506
6691.843898,225,384.567393
--118.419406,234,388.596435
288.300315,86,390.788957
300.329653,92,393.346936
-822.247954,400,402.193712
-6.338709,37,403.605574
156.09275,64,404.807117
238.470496,78,406.198029
714.480149,196,410.09589
319.661085,100,412.44149
51.578176,69,414.195124
188.930147,57,415.047478
203.672858,400,423.686717
-23.508195,95,425.716597
225.202451,62,427.398479
266.817003,88,429.655007
186.493057,60,431.006574
263.446419,82,432.456329
6796.882871,126,438.499517
744.111605,177,441.558839
641.644235,276,446.93795
317.893061,400,455.524872
369.540787,104,458.329684
747.618899,175,461.246762
357.576747,101,463.286077
-230.435355,69,465.055128
362.094549,103,467.457914
299.569285,93,468.975945
205.459914,65,469.915125
439.177369,400,477.703624
-368.105731,78,478.776644
694.961375,136,481.048651
191.441751,64,483.015007
312.269449,100,485.084332
327.584613,90,486.6-455.10703.986322,240,491.30-0.169429.932537,258,498.126377
-151.58096,211,501.704388
79.215701,257,505.424734
753.900567,155,507.98543
-213.798383,53,509.116437
593.64357,212,513.465881
645.694063,164,516.64368
739.546369,167,520.502578
180.553719,57,521.367919
-157.378445,133,524.113611
220.294652,75,526.203702
170.094097,59,527.652415
204.244125,204,531.563119
-128.414744,400,539.552649
226.844348,67,541.12476
178.69025,45,542.608568
700.641657,154,545.750482
281.662469,76,547.688.265-645.603753,400,555.544019
386.147554,109,557.259092
143.596279,43,557.994375
759.530775,168,561.60288
125.003942,40,562.332501
-152.981573,146,565.087214
222.151344,120,567.053848
305.462438,87,568.992946
226.659336,61,570.4231.836473.74022,217,574.62195
636.360086,228,580.454489
-622.420698,162,583.451768
-384.986452,242,588.241947
175.304998,53,589.702542
139.952699,45,591.452928
195.806443,62,592.683404
676.392753,262,596.556401
518.654373,196,600.467269
341.585678,97,602.088361
-357.782758,178,606.005027
-97.434063,55,607.501237
350.253704,92,609.162273
322.225905,186,613.13526
272.837113,79,614.562166
338.665072,95,616.123051
380.002336,400,625.484944
265.781306,78,627.341024
238.6856,107,629.010995
275.908046,83,630.562669
687.334885,198,634.02137
29.573107,134,635.961929
309.62787,91,637.633067
661.698871,183,641.001776
315.706303,92,289.851237,4722.319705,128,648.450277
-130.204642,192,652.418621
-203.117149,70,654.550752
704.800592,157,657.75075
416.060091,400,665.560515
221.499301,70,667.571149
-217.756651,60,670.633997
326.358267,107,672.259754
-427.761481,320,679.091209
334.025919,111,681.280808
-137.444567,60,682.218606
714.474241,174,684.860027
238.377066,73,686.475303
204.095557,61,688.120277
198.136684,63,689.311001
119.746808,40,690.501191
684.832028,19589.062677,398403.903054,16418.331429,113186.848921,63662.534044,180,702.400204
352.252101,1-53.314224,400,707.17939
699.96357,159,712.279722
-69.243139,48,705.773622,1397.413338,400,719.709557
306.302422,79,721.35996
280.254093,79,723.238986
315.122323,222,727.090769
300.591701,87,729.30051
271.046588,78,730.890914
-167.907893,145,733.525818
324.657844,95,736.149606
647.167438,313,742.210385
374.226996,102,743.812267
110.457071,98,746.130437
-266.226793,143,749.419492
194.451378,61,750.912184
-352.965884,49,751.721129
321.350848,85,755.912044
195.356741,60,757.078416
399.371667,92,76797.066263802.61893,131,763.56055
199.362453,71,764.929208
736.873243,172,769.253645
249.461895,65,771.258589
544.284564,172,774.669044
-267.116136,119,777.039213
412.472445,111656.359868,2628.473508,216,236.803042,6195.961086,61,-412.41481,7283.960256,84,-19.828086,1348.333052,93,7290.415253,-98.192409,96,79217.838806-227.480828,75,297.144496.178702,53,793.5262.305252.670706,74,794.747.05578,157,798.198982
581.959429,176,800.850986
303.361584,82,804.11581
739.801723,167,807.899002
-821.001021,400,814.848172
298.46657,85,816.789553
418.959808,384,824.608063
-463.455019,75,826.148219
143.934766,49,827.42912
159.423792,48,829.109637
583.299819,175,832.781779
341.142913,87,833.989519
336.694969,91,835.952714
564.562767,227,840.368916
404.386613,228,845.378747
260.258565,73,848.799382
492.298055,353,855.638293
-41.240197,109,858.057824
743.449754,170,860.827606
256.013726,76,863.197746
431.101832,108,865.339004
9.603835,115,867.41787
265.262235,80,869.257783
797.759125,133,872.388844
741.67722,164,875.696256
289.708206,86,877.568313
290.113398,81,879.277794
191.96484,54,880.611704
160.192447,45,881.679339
174.648795,48,882.758361
224.804636,99,885.199568
273.120379,78,886.288925
284.336906,92,888.217839
11.511575,102,890.317294
702.123669,171,895.50535
313.810563,96,897.915205
171.463422,54,899.326421
287.97375,188,903.807962
-17.312685,126,906.936649
116.957065,35,908.038015
333.375727,93,909.747304
270.216273,74,911.097857
-418.515333,141,914.167419
469.572449,195,918.679902
208.67237,202,922.328258
236.603153,72,923.799785
731.795158,161,926.975911
217.245452,400,935.506415
371.495219,100,937.118091
549.450314,211,943.282454
-178.311577,51,944.647938
202.062664,58,946.336197
724.930218,190,949.322387
652.224748,198,952.97629
237.688162,232,958.030702
599.569941,174,961.725347
172.227027,56,962.577179
703.085023,199,965.476286
753.286447,151,969.327234
746.368781,164,973.136268
246.682001,71,974.636789
308.920842,92,976.338177
657.974681,197,980.576017
339.539682,79,983.060895
457.679032,97,985.803705
642.88629,164,990.433721
252.68703,73,992.204393
210.273148,65,993.405412
727.776819,195,997.409101
745.991825,159,1000.379624
175.79689,47,1001.736256
543.307926,298,1006.67436
182.965742,55,1007.945259
-34.623278,52,1009.854445
224.344471,73,1011.34452
337.725798,94,1013.615453
-161.090253,137,1016.054728
235.315479,67,1018.064893
223.008185,62,1019.307073
195.133968,61,1020.636812
228691.698815,206,1022.404219.1286.302093,85,1024.103284.9421.900302,101,1026.25727.153092,159,1028.754734
514.139167,197,1034.732028
239.724914,62,1036.70293
191.07240.906184,74,1038.41702.02163.364831,229,1042.71739.78719.93482,180,1045.986385
667.479085,181,1049.711962
-121.583886,139,1052.012645
-256.33445,73,1053.491924
161.398321,45,1054.794149
205.648866,56,1055.394.9671348.379299,89,1058.1428.420-382.769647,253,1063.433262
732.014443,182,1066.964589
508.596741,183,1070.171911
256.22803,69,1071.636559
401.266603,101,1074.492565
182.351746,54,1075.8515.049238,298,1080.98675
759.366474,135,1083.954016
739.997562,190,1088.502518
670.911442,146,1091.072484
751.55556.646365,397,1095.17413.98-216.190175,49,1097.88363.28340.85997,79,1099.926337319.94659,84,1101.84192174313.9265,92,1104.135012
2650.816504,230,1109.122811
734.362048,185,1112.653034
749.170515,142,1116.412389
231.138129,69,1117.713539
123.453158,52,1118.523408
259.765847,69,1120.552083
222.007689,64,1121.7623
219.448099,66,1123.045325
57.668276,195,1128.810572
691.846098,147,1131.861703
-126.083919,89,1134.141932
758.370159,146,1136.642163
293.481622,80,1138.311764
371.578211,94,1141.111982
712.239277,178,1144.780869
413.611119,101,1146.443765
275.62483,70,1148.451882
713.931462,143,1151.45461
734.968253,165,1154.332
399.648061,175,1157.173177
704.953913,197,1161.121733
164.431102,63,1162.601921
290.164453,79,1163.706161
153.697082,46,1165.203642
362.719666,98,1167.853948
198.185535,56,1168.722954
728.727877,182,1173.729797
753.129465,160,1177.790664
397.234841,99,1180.234715
327.810649,96,1181.954515
399.212368,102,1183.580855
625.823678,162,1187.281761
388.461572,299,1193.791057
383.004775,102,1195.862778
739.055011,149,1199.051597
684.905621,185,1201.963151
177.303352,45,1208.520645
700.552965,132,1211.388033
715.381103,260,1217.161572
146.280919,48,1218.285559
446.513927,104,1222.921359
419.988966,105,1224.263847
608.736935,181,1228.77988
194.25594,55,1229.622295
23.705809,41,1230.770049
369.341295,185,1234.4299
680.434776,213,1239.230743
178.436708,53,1240.337374
707.061264,150,1243.601549
379.792735,100,1245.691608
-0.724371,122,1247.810843
243.912072,73,1249.859376
698.805009,210,1254.439572
316.079924,83,1255.601327
450.221272,183,1259.349721
336.919525,84,1261.240412
237.771284,66,1262.480321
277.109347,75,1266.623636
131.123439,40,1267.600195
240.256562,72,1269.312593
662.248692,204,1273.44017
176.573577,61,1274.330058
334.190316,88,1277.340373
275.40876,86,1279.102681
264.861767,85,1281.300336
448.161492,109,1283.589979
189.57662,57,1285.179868
209.895731,90,1287.42023
356.911063,184,1291.399761
-71.981964,112,1293.420859
50.814171,138,1297.070002
275.83245,84,1299.268945
522.693818,176,1302.429193
263.577408,71,1304.46879
-2.041158,40,1305.46015
164.305666,91,1307.489105
85.568007,35,1308.569116
-196.137132,46,1309.898713
270.202457,80,1311.94855
179.285211,53,1313.053292
338.859664,94,1316.978689
712.147224,200,1320.347491
751.236472,140,1323.34829
35.137277,123,1325.708335
348.861601,77,1329.01046
451.261756,92,1331.437184
199.882924,98,1333.028561
740.918046,184,1337.140274
325.679486,84,1339.649533
211.742582,60,1340.834826
39.637938,33,1341.457631
668.184408,158,1344.517667
6595.064535,369,1349.54841
2624.636988,158,1352.465581
662.191228,186,1355.838222
-440.866977,131,1358.71926459.595504,400,1365.895077
224.914324,71,1367.337742
742.932383,151,1369.976681
260.021176,68,1371.398579
687.86206,227,1377.487716
769.359077,145,1380.777983
680.871371,164,1384.788035
301.177776,82,1386.176392
86.221307,128,1389.16537
180.831547,62,1390.085948
-149.223499,110,1392.706445
301.132438,78,1394.110445
63.916816,51,1395.19526
