#{"t_start": 1779336027.0662909, "env_id": "None"}
r,l,t
799.764225,35,1009.172548
796.027606,31,1009.906022
774.421697,38,1010.734855
825.493247,29,1011.052898
530.729093,37,1011.885273
814.221937,35,1012.674599
823.695796,33,1013.44353
832.622314,29,1014.173523
772.950862,47,1015.127307
821.42477,35,1015.964017
788.37334,42,1016.863861
804.617521,29,1017.576383
817.953063,29,1018.303349
814.751414,32,1019.073222
830.075046,30,1019.823893
821.438564,33,1020.604208
817.540831,46,1021.533914
836.067382,40,1022.825417
822.543637,40,1023.675815
829.595026,36,1024.473221
838.444636,33,1025.275405
840.573365,31,1026.0335927823.986826,39,1026.4835387804.29446,32,1027.263752
818.384501,45,1028.595497
830.922255,31,1028.963135
803.269844,49,1030.354136
821.143935,35,1031.174495
832.292153,30,1031.532792
814.897899,32,1032.334378
819.837948,35,1033.123121
813.626547,36,1033.945174
824.379487,35,1034.734932
785.639963,48,1036.075371
512.213834,35,1036.862951
831.473966,34,1037.663484
792.45095,68,1039.262804
844.803923,29,1039.595151
816.278622,35,1040.382421
823.475437,32,1041.163545
801.202582,29,1041.883013
815.085815,43,1042.776624
840.559228,31,1043.533292
783.257743,40,1044.396455
834.555296,30,1045.123042
823.197086,32,1045.89829.54735.637382,37,1046.725185
822.575185,33,1047.49809.01828.964173,32,1048.26808.78724.405817,51,1049.23761.94805.882371,45,1050.15820.705077,39,1051.030879
825.37726.147659,67,1052.52824.08802.385865,36,1053.742532
841.717515,27,1054.551831
841.717515,27,1055.20841.71769.739205,39,1056.462523
822.804292,29,1058.5802.428837.966674,31,1059.817.7473818.496507,33,1060.829.1913754.842977,63,1061.595238
792.525139,56,1062.602169
822.796396,29,1063.313372
814.015338,32,1064.103435
770.008228,53,1065.521777
830.693248,37,1066.331601
773.410683,50,1067.264911
828.813981,29,1068.00175
819.406543,49,1068.952312
817.751671,32,1069.714125
825.300631,33,1070.454575
792.769659,38,1071.725083
823.099129,31,1072.462322
798.929596,30,1072.805345
821.367671,31,1073.977207
827.296576,36,1074.373259
820.250028,31,1075.13558
822.639015,59,1076.593601
784.93462,51,1077.595207
827.07183,36,1078.832124
826.211603,32,1079.602545
801.743181,34,1080.371668
818.952175,33,1081.131392
826.11323,33,1081.901761
739.239731,34,1082.702768
812.39721,43,1083.584032
818.855529,41,1084.432524
822.1013,30,1085.206422
821.982389,31,1085.942693
827.395317,29,1086.692518
831.655941,35,1087.491116
815.097169,46,1088.398194
785.682532,47,1089.742087
836.669451,30,1090.49283
525.753814,41,1091.395789
815.014232,39,1091.812664
834.374574,32,1092.552276
819.065762,47,1093.891083
819.968014,38,1094.723063
544.156055,37,1095.532136
803.930368,33,1096.322157
783.420058,35,1097.104198
798.198997,45,1097.590914
794.969062,52,1099.011741
821.256719,37,1099.863153
818.224626,32,1100.662131
832.570983,34,1101.068463
828.678611,39,1101.913418
776.484215,48,1102.861721
828.017085,34,1103.65803
820.329442,28,1104.361046
825.669939,40,1107.30311
826.791541,34,1108.081355
804.699577,29,1108.81454
822.543497,41,1109.662937
810.913162,35,1110.451508
822.57032,34,1111.256592
834.841118,36,1112.080086
817.059597,37,1112.89138
833.07972,35,1113.701154
828.259661,31,1114.466719
828.311208,34,1115.26526
821.073946,38,1116.09322
831.463561,34,1116.88201
812.452269,52,1117.884571
826.418462,40,1118.735113
813.409459,36,1119.5614
823.315377,28,1120.282894
816.150205,38,1121.110654
826.967618,35,1121.881817
801.264407,55,1123.302136
808.603462,42,1124.17052
816.500457,42,1125.071765
815.480885,34,1125.862645
821.380474,40,1126.712165
810.015843,31,1127.462529
819.509836,34,1128.232013
829.09236,35,1129.06202
827.774815,33,1129.832625
805.569694,36,1130.642797
828.626264,29,1131.361763
823.224992,32,1132.128202
811.282115,35,1132.929645
823.403562,38,1133.762773
824.535151,37,1134.581218
830.37694,34,1135.350622
699.56351,51,1136.743612
822.796593,30,1137.091131
807.749508,48,1138.432884
839.433144,36,1139.250609
823.407486,35,1140.050532
831.139788,30,1140.770218
824.176594,44,1141.654824
784.869593,48,1142.564496
821.80711,32,1143.302337
812.356215,47,1144.230205
804.722744,73,1145.861224
823.129465,32,1146.622044
820.153438,29,1147.343687
796.482023,40,1148.181661
821.327078,38,1149.051644
785.396041,30,1149.39234
821.118249,31,1150.14409
831.411491,29,1150.470061
824.390465,30,1151.221153
836.451416,32,1152.381059
811.791227,34,1155.027459
828.969314,33,1155.759308
818.253194,37,1156.562315
838.036914,44,1157.458923
756.781473,49,1158.829874
809.572642,34,1159.627411
833.799658,29,1160.360911
828.192396,39,1161.189938
784.082436,39,1162.039986
799.262678,46,1163.37167
825.205941,45,1164.298392
831.863964,32,1165.071642
818.703389,34,1165.449326
831.523986,27,1166.17006
828.519958,49,1167.130932
840.422146,28,1167.850919
781.356278,34,1168.631898
824.334696,30,1169.382174
826.301188,32,1170.15983
799.303435,33,1170.922452
824.315266,35,1171.719514
830.457766,31,1172.06049
820.153418,35,1172.81998
819.210869,35,1173.640599
846.86421,27,1174.40927
846.86421,27,1175.059123
821.09161,35,1175.841519
831.208687,30,1176.572211
819.599077,36,1177.373305
835.342937,29,1178.093313
828.100901,30,1178.850738
806.804541,43,1179.760795
826.000464,53,1180.79058
825.181567,31,1181.559414
814.210993,41,1182.42012
825.261864,36,1183.212881
822.742535,28,1183.932263
549.55188,35,1184.769359
829.469204,31,1185.490088
820.465783,49,1186.460348
821.742803,37,1187.289902
802.092865,40,1188.129728
832.238401,35,1188.920244
812.586479,29,1189.629261
842.462088,29,1189.980261
788.4341,35,1190.782172
808.464646,50,1192.140614
828.057035,34,1192.520222
798.806733,31,1193.289918
821.975379,36,1194.089883
823.288589,28,1194.819476
805.146642,30,1195.538492
834.238071,34,1196.329561
761.520177,34,1197.116656
829.285449,33,1197.849182
819.142485,35,1198.660562
825.028776,34,1199.479292
824.69429,31,1199.841918
819.305589,28,1200.55047979736.105768,44,1201.45039382812.199405,31,1204.02947810823.599519,34,1204.83177835834.151872,41,1205.700018
834.103311,30,1206.43225833827.122866,31,1207.2087820.677.584766,47,1208.543292
824.764321,33,1209.290806.959958,81,1210.546329
802.784.493678,48,1211.0104814.819.311189,35,1211.7799840.807.419455,52,1212.7219822.798.535397,43,1213.6092768.810.786504,35,1214.410829.1820.22807,36,1215.2403827.828.031161,32,1215.9737816821.470424,32,1216.74963836828.296392,37,1217.61961783826.238775,28,1218.31987822824.302931,37,1219.13045803.29605,52,1220.79563
823.800.040701,50,1220.8390822.696897,34,1221.955033
824.135345,53,1222.926531
838.238606,30,1223.676373
783.665805,46,1224.996873
811.017888,33,1225.794178
835.187791,33,1226.544613
820.048026,36,1227.339226
823.298887,29,1228.054832
827.209396,47,1228.992637
834.693524,33,1229.754233
832.206274,34,1230.538123
792.17479,56,1231.982837
826.433344,42,1232.434978
824.529636,36,1233.644859
784.564907,41,1234.515344
819.230382,27,1235.216748
807.778352,29,1235.540079
827.768049,29,1236.277796
822.734933,36,1237.092591
632.921073,60,1238.174038
824.146164,30,1238.904692
821.110971,36,1240.136161
795.225045,35,1240.559585
824.219919,34,1241.35521
799.030363,34,1242.14323
810.445269,45,1243.038913
817.598612,45,1244.313813
825.975266,35,1245.095982
539.490001,29,1245.427033
707.074636,48,1246.776093
809.414591,33,1247.554612
828.345851,32,1248.347238
822.986445,32,1249.107129
811.861411,31,1249.843993
837.793395,30,1252.312236
810.087814,35,1253.092678
824.31152,32,1253.45433
830.144773,35,1254.216325
831.291223,33,1255.413137
810.74345,31,1255.777739
836.092533,31,1256.514563
799.059588,44,1257.843184
833.001375,30,1258.584345
823.020721,33,1258.955022
809.724407,32,1259.716076
818.102627,30,1260.465555
810.037798,39,1261.294959
803.768423,39,1262.164333
837.67443,27,1262.873497
794.004887,37,1263.705758
829.759523,38,1264.53549
818.155782,36,1265.373122
823.267586,34,1266.177925
764.550116,63,1267.713558
821.501277,30,1268.44611
806.643755,32,1268.804415
720.19835,61,1270.284977
829.125501,29,1271.02463
834.31289,30,1271.772778
835.21577,31,1272.533057
830.70057,29,1273.277659
789.32323,55,1274.727416
816.955778,32,1275.095044
824.766451,49,1276.438519
832.465468,38,1277.264202
819.282088,43,1278.173741
830.654118,33,1278.952269
830.923927,40,1279.80245
830.140065,29,1280.541978
823.029291,29,1281.283583
822.627794,32,1282.086466
749.944929,58,1283.523121
802.8446,54,1284.133496
827.813853,29,1284.8535
811.492861,29,1285.573286
810.773191,34,1286.374688
826.946225,29,1286.721446
805.69821,30,1287.453091
789.282934,41,1288.293133
752.507021,47,1289.632912
817.332453,36,1290.457149
810.652211,41,1291.292624
846.68,27,1292.074265
846.68,27,1292.732176
783.219921,48,1294.087323
824.146693,35,1294.882968
819.613683,38,1295.70717
822.1708,30,1296.283431
832.240233,40,1296.713043
815.584427,46,1298.03074
824.893558,32,1298.788616
844.513512,30,1301.400316
824.130229,36,1302.215681
823.425715,30,1302.961364
808.357915,41,1303.831181
817.056841,29,1304.561247
842.928735,28,1305.2827
814.983892,33,1306.043159
829.021005,34,1306.822746
824.332734,28,1307.123459
825.598854,35,1307.89431
835.146748,27,1308.613104
833.460014,30,1309.343668
826.39556,33,1310.103512
823.230139,30,1310.845644
827.578755,38,1311.633569
790.987884,28,1312.365023
808.938761,30,1313.132263
821.448135,32,1313.473217
797.01125,55,1314.912368
805.282664,33,1315.682895
792.678387,39,1316.106859
826.625743,30,1316.853574
823.375123,34,1317.655055
822.388779,39,1318.501827
818.609889,32,1319.302078
819.664441,41,1320.15628
823.636927,31,1320.921089
825.325273,33,1321.70253
810.119324,38,1322.53231
824.358547,38,1323.363245
816.792595,32,1324.553765
834.621417,36,1325.343284
822.921902,32,1326.092835
825.296739,38,1326.912067
829.16381,32,1327.26372
832.521159,36,1328.092976
818.584229,30,1328.841934
826.832625,28,1329.571911
826.610584,30,1330.312419
773.815508,61,1331.783533
827.181883,33,1332.153003
831.060334,30,1332.885849
721.774731,50,1334.251024
789.581673,41,1335.117843
830.688009,36,1335.927915
823.329607,30,1336.671605
796.45901,31,1337.423088
817.594522,33,1338.197369
820.126837,36,1339.02238
829.207442,32,1339.794321
763.316584,52,1341.169784
826.01775,27,1341.851956
819.43983,46,1342.365077
793.749764,43,1343.642067
817.484059,34,1344.024443
827.524312,31,1344.762936
821.875195,32,1345.533005
829.295684,41,1346.407008
820.642697,30,1347.143391
761.526453,58,1350.361589
820.156187,28,1350.662297
805.660796,32,1351.419732
835.770712,29,1352.121832
830.552134,30,1352.852932
814.712116,42,1353.752684
820.663155,28,1354.465537
819.185585,35,1355.243428
787.106398,50,1356.600714
824.153714,35,1357.403081
827.571738,29,1358.13273
824.122959,33,1358.492846
828.946304,29,1359.247256
827.596919,29,1359.972385
776.364504,34,1360.753539
805.076239,38,1361.596614
821.389012,36,1362.416616
840.859913,31,1363.155146
814.46714,47,1364.482739
815.4721,33,1365.261822
837.80467,31,1366.031033
833.150698,29,1366.753861
832.45895,31,1367.503295
832.218917,29,1367.821919
825.869792,29,1368.553486
820.841906,32,1369.32187
810.568534,31,1370.05318
815.894956,35,1370.854398
834.764528,31,1371.611868
823.908779,30,1372.321478
817.613537,32,1373.080863
839.857841,34,1373.863829
788.419855,42,1374.743191
800.584627,35,1375.542801
830.062245,32,1376.322622
826.457038,38,1377.172777
830.033736,28,1377.872056
828.413939,31,1378.621124
826.515211,34,1379.412635
801.56759,33,1380.221428
817.394041,32,1380.970094
822.351874,31,1381.722635
814.27123,37,1382.530848
842.188445,33,1382.913735
826.244958,28,1383.620024
811.942166,31,1384.772761
823.941246,32,1385.531371
735.091622,34,1386.272944
841.127747,30,1386.612721
827.825971,31,1387.361996
831.436553,28,1388.07107
822.092963,28,1388.780108
816.723536,32,1389.540608
831.321901,33,1390.323801
824.65245,30,1390.674003
831.518355,29,1391.42202
821.793544,35,1392.190486
815.858869,27,1392.924072
819.762953,41,1393.787066
806.342439,44,1395.094317
828.682872,34,1395.883541
829.298452,31,1396.64203
815.996796,38,1399.380848
820.646627,37,1400.174528
826.450919,32,1400.899682
794.640833,43,1401.790549
835.097868,30,1402.120514
823.858663,34,1402.921796
814.539545,32,1403.705578
823.213018,29,1404.44133
826.326614,28,1405.171607
804.534208,35,1405.98969
832.508422,32,1406.741445
826.213716,34,1407.534742
843.424953,30,1408.281381
820.938098,30,1409.043017
794.733091,39,1409.891421
761.134725,56,1411.334168
828.80002,29,1412.060354
833.878896,26,1412.931538
833.878896,26,1413.565325
807.682477,32,1414.701188
827.846628,32,1415.460726
833.893634,31,1416.212674
814.761378,35,1416.591903
805.176698,38,1417.413809
823.075933,38,1418.222588
828.215284,31,1418.970918
833.401857,35,1419.752141
832.879062,35,1420.554001
844.239737,31,1421.309459
821.917373,32,1422.054834
816.352814,30,1422.803403
811.827187,29,1423.542416
833.838406,34,1424.331322
821.917181,35,1425.133336
782.731051,69,1427.119874
836.571595,30,1427.872119
740.259989,30,1428.22141
837.243453,32,1428.98132
820.715271,35,1429.771106
820.695925,29,1430.510168
824.122379,34,1431.272017
825.614587,35,1431.660136
816.125207,36,1432.477922
830.997184,32,1433.253579
798.809051,31,1434.421086
808.499161,31,1435.170204
819.299562,35,1435.993261
828.073347,46,1436.925236
819.198811,30,1437.680071
821.584253,28,1438.000168
820.23972,31,1438.760766
800.365066,47,1439.700007
831.130581,29,1440.439699
835.316278,35,1441.21906
815.778831,28,1441.942082
826.126033,31,1442.712909
801.739863,33,1443.49155
822.999392,27,1444.192911
824.509817,29,1444.961891
825.721174,33,1445.745415
806.629467,34,1446.12197
827.805309,45,1448.919791
787.888065,38,1449.727709
825.567645,30,1450.489714
805.563845,34,1451.258536
831.280588,30,1451.999704
844.341996,34,1452.804955
819.517071,35,1453.609133
817.326606,37,1454.422186
798.378453,29,1455.171284
814.001004,32,1455.920696
823.725019,51,1456.92107
824.844157,35,1457.740868
798.524609,49,1459.150489
763.783418,36,1459.970252
814.708582,49,1460.931215
821.236731,36,1461.732107
830.732676,30,1462.441314
826.782293,41,1463.298189
823.680912,40,1464.169965
826.43073,30,1464.92274
819.351784,30,1465.642381
487.240201,42,1466.95253
820.138536,33,1467.729989
840.27873,28,1468.049605
797.9153,30,1468.799962
827.674386,33,1469.571758
822.704792,35,1470.379725
836.509253,33,1471.142265
811.077161,52,1472.148653
813.033776,30,1472.909529
826.175155,32,1473.687701
821.046574,35,1474.870184
823.80888,33,1475.640134
805.799161,39,1476.499075
816.190188,34,1477.300059
814.777675,38,1478.130421
766.134496,39,1479.375724
801.808973,52,1480.349428
819.072106,32,1481.123206
667.779412,44,1482.437052
818.603815,42,1483.291203
818.597911,41,1484.140012
818.831069,34,1484.920465
832.314242,30,1485.689674
824.946978,30,1486.422442
824.129517,27,1487.100354
808.552725,32,1487.859958
826.012107,29,1488.580161
807.644761,34,1489.400048
835.477177,31,1490.159586
827.359042,30,1490.898996
818.563167,46,1491.849944
812.122689,43,1493.129001
830.525935,35,1493.93072
804.120452,46,1494.861512
837.726129,30,1495.600009
824.444123,41,1496.448754
827.163522,39,1499.061939
825.338113,30,1499.81092
831.448684,40,1500.684009
844.799476,30,1501.428673
833.000326,30,1502.161631
828.614476,29,1502.896899
828.251431,31,1503.631653
811.472989,30,1504.369936
832.429376,36,1504.759983
806.505874,31,1505.519273
834.426794,31,1506.269562
825.82899,36,1507.069448
763.390169,36,1508.289166
823.678381,29,1509.018863
837.242963,32,1509.800758
825.65854,32,1510.149124
805.244319,44,1511.44388
828.052836,29,1512.202477
820.264972,40,1513.071781
826.629844,29,1513.808522
825.818145,32,1514.579967
822.569365,29,1515.339492
838.12752,30,1515.679004
829.301401,30,1516.449781
821.171457,28,1517.190517
829.055709,30,1517.930223
841.634968,32,1518.709627
844.617535,31,1519.498843
822.511908,40,1520.335395
818.917931,28,1521.048821
825.991649,42,1521.949521
809.131382,34,1522.751951
819.894999,38,1523.998893
832.712235,29,1524.747932
784.500267,32,1525.516858
825.750457,28,1526.229824
822.176285,29,1526.969328
792.039481,38,1527.798723
809.547035,37,1528.622203
827.854038,35,1529.429315
811.891649,29,1530.169174
825.931733,39,1530.999561
824.060676,29,1531.730172
824.984463,35,1532.528544
812.212726,39,1533.379234
849.549533,27,1534.368078
849.549533,27,1534.97681
831.125089,30,1535.720506
824.672753,33,1536.089753
824.357374,32,1536.872028
825.930484,31,1537.680169
831.667113,45,1538.592206
821.726063,34,1539.437578
819.285162,36,1540.262724
795.193137,34,1541.097915
819.445904,32,1541.868067
827.489476,32,1542.618127
828.672723,29,1543.343514
828.503259,29,1544.06844
826.734589,29,1544.809054
769.38111,40,1545.649726
823.024152,30,1546.408694
812.712452,50,1549.227583
828.02041,35,1549.980142
822.952551,31,1550.723276
838.336324,33,1551.487248
841.14992,28,1552.187763
831.003051,39,1553.043401
838.963891,28,1553.3578
829.49861,29,1554.110035
821.493196,37,1554.918635
827.477966,27,1555.628995
829.140001,31,1555.987995
812.714754,30,1556.716827
830.861263,33,1557.482243
826.657283,28,1558.218615
838.488815,33,1558.998974
821.237592,37,1559.816843
814.441774,32,1560.578439
818.664894,39,1561.407982
825.209931,31,1562.162433
847.091006,34,1562.945208
828.329132,31,1563.708612
825.375509,29,1564.44862
735.537703,61,1565.900172
797.829132,32,1566.679515
815.347092,35,1567.469024
823.707877,30,1568.217665
824.949503,38,1569.04006
830.888662,34,1569.828583
825.408401,37,1570.639439
838.396552,34,1571.428955
833.320583,27,1571.727269
805.88621,30,1572.479024
828.902603,36,1573.299839
804.577447,29,1574.019335
812.713735,40,1575.287443
820.673529,32,1576.038803
829.379552,28,1576.787777
829.31447,28,1577.088199
827.68785,32,1577.858275
832.979624,30,1578.588139
817.699151,49,1579.968503
707.585825,43,1580.851894
817.138025,32,1581.602012
824.882623,33,1582.347894
815.767953,38,1583.156643
838.590506,31,1583.907424
818.159199,33,1584.687444
822.620969,32,1585.447654
846.236517,28,1586.157151
834.627372,31,1586.90787
814.244272,28,1587.598597
833.805199,38,1588.437146
801.306785,33,1589.208891
825.271969,30,1589.960511
794.70696,41,1590.819062
821.526774,31,1591.557909
806.328675,34,1592.367394
834.969758,32,1593.129102
829.466085,35,1593.498115
834.85455,29,1594.217728
813.893977,37,1595.048904
837.042873,47,1598.305791
822.991697,40,1598.747529
809.976464,30,1599.46622
832.169232,33,1600.238179
835.219738,30,1601.033958
837.909836,28,1601.768168
823.028082,28,1602.509602
833.237379,34,1603.320318
823.594211,31,1604.113792
808.867709,30,1604.855735
834.706121,31,1605.637203
720.143164,75,1607.282614
808.735615,61,1608.357542
820.963891,32,1609.116772
839.32795,32,1609.871339
820.514147,34,1610.647069
811.564771,37,1611.446822
827.873885,31,1612.211565
828.055337,45,1613.536842
821.606226,30,1614.26802
10.012892
825.6243,32,1610.772057
794.212491,30,1611.102547
819.972542,34,1612.301466
825.447655,35,1613.101415
824.18846,31,1613.842028
25,33,1612.439095
816.282612,37,1613.269222
824.232631,35,1614.058273
30,1611.446605
822.89288,36,1612.245253
819.239897,31,1613.000311
828.893314,30,1613.751473
